num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
4,Mobile,RoundTrip,127,19,17,M,AUHBOM,France,0,1,1,5.76,0
4,Internet,OneWay,276,17,21,F,LTNPRG,UAE,0,1,0,13.81,0
3,Internet,RoundTrip,190,14,18,W,JFKDXB,France,0,0,1,4.73,1
1,Internet,RoundTrip,64,9,3,T,AUHBOM,UAE,0,1,0,9.23,1
3,Internet,OneWay,195,19,10,T,LHRBOM,USA,1,0,0,8.38,1
2,Mobile,OneWay,17,5,17,S,LHRBOM,USA,1,0,1,3.14,1
3,Internet,RoundTrip,222,7,13,M,LHRBOM,France,1,0,0,8.54,1
1,Internet,RoundTrip,95,17,3,F,JFKDXB,USA,1,1,0,9.33,1
3,Internet,OneWay,38,20,16,T,AUHBOM,United Kingdom,0,1,1,5.58,1
2,Mobile,OneWay,257,17,3,F,LHRBOM,France,0,0,1,4.26,0
3,Internet,RoundTrip,128,15,7,W,JFKDXB,UAE,0,1,0,7.8,0
2,Mobile,RoundTrip,163,19,22,T,AUHBOM,France,1,0,0,14.55,0
2,Mobile,OneWay,32,3,22,T,AUHBOM,United Kingdom,0,1,1,14.45,1
1,Mobile,OneWay,30,14,0,M,LTNPRG,France,0,0,1,7.07,0
4,Mobile,RoundTrip,335,9,8,S,AUHBOM,UAE,0,1,0,12.34,0
1,Mobile,RoundTrip,219,12,7,S,AUHBOM,France,0,1,0,12.09,0
1,Mobile,RoundTrip,147,5,12,W,AUHBOM,USA,0,0,0,14.24,0
2,Internet,RoundTrip,243,10,19,W,LTNPRG,France,1,0,1,10.58,0
1,Mobile,RoundTrip,265,5,19,M,JFKDXB,United Kingdom,0,0,0,5.84,1
4,Internet,RoundTrip,42,13,3,T,AUHBOM,USA,0,0,1,14.79,0
2,Internet,RoundTrip,336,19,17,T,JFKDXB,USA,0,1,1,6.47,1
1,Mobile,RoundTrip,239,2,0,S,LHRBOM,France,1,0,1,3.74,1
2,Mobile,OneWay,113,20,11,W,JFKDXB,USA,0,0,1,8.26,1
1,Mobile,OneWay,98,14,13,S,LHRBOM,United Kingdom,0,0,0,14.51,1
3,Internet,OneWay,32,1,9,T,LHRBOM,France,0,1,0,10.4,0
2,Internet,OneWay,94,12,20,T,LHRBOM,UAE,0,0,1,9.99,1
1,Internet,OneWay,123,3,14,T,JFKDXB,France,0,0,0,6.31,0
4,Internet,RoundTrip,78,17,22,T,LTNPRG,USA,0,1,1,11.53,0
3,Internet,RoundTrip,245,6,10,T,CDGSYD,USA,0,0,1,4.35,1
2,Internet,OneWay,92,2,9,W,LTNPRG,USA,0,1,1,3.26,0
3,Internet,RoundTrip,182,17,13,W,AUHBOM,USA,1,0,0,13.36,1
3,Mobile,RoundTrip,204,11,5,T,LTNPRG,India,0,1,1,8.74,1
1,Internet,OneWay,28,13,18,T,AUHBOM,USA,1,1,1,13.52,1
4,Mobile,RoundTrip,62,17,6,W,LHRBOM,France,1,0,0,2.46,0
2,Internet,OneWay,26,12,2,F,LHRBOM,United Kingdom,0,1,1,11.15,0
1,Internet,RoundTrip,252,16,10,F,AUHBOM,France,1,0,1,3.64,0
3,Internet,RoundTrip,255,12,16,S,LHRBOM,USA,1,1,0,3.93,1
4,Internet,OneWay,48,1,12,F,LTNPRG,India,0,1,0,4.7,1
3,Mobile,OneWay,269,20,1,F,LHRBOM,France,1,0,1,2.52,0
2,Internet,RoundTrip,296,20,0,S,LHRBOM,France,0,1,1,14.84,0
2,Internet,RoundTrip,40,6,16,T,AUHBOM,India,1,1,0,10.46,0
3,Mobile,RoundTrip,43,14,22,S,LHRBOM,United Kingdom,0,0,0,13.75,0
1,Mobile,RoundTrip,290,3,4,T,LTNPRG,United Kingdom,0,0,1,3.89,0
4,Internet,RoundTrip,113,6,22,F,JFKDXB,USA,0,0,1,12.34,0
2,Internet,RoundTrip,126,13,11,S,JFKDXB,UAE,1,0,1,3.19,1
1,Internet,RoundTrip,215,7,3,T,JFKDXB,UAE,1,1,0,3.76,1
1,Internet,RoundTrip,25,20,6,T,LTNPRG,United Kingdom,1,0,1,13.37,1
3,Internet,RoundTrip,160,2,22,T,LTNPRG,UAE,1,0,1,4.31,0
1,Internet,RoundTrip,122,15,7,T,CDGSYD,USA,1,1,0,12.46,1
4,Mobile,RoundTrip,300,13,19,S,JFKDXB,USA,0,0,1,13.87,1
4,Internet,RoundTrip,266,18,14,S,JFKDXB,France,1,1,1,2.49,0
1,Internet,OneWay,105,17,18,T,LHRBOM,USA,0,0,1,14.17,1
1,Internet,OneWay,239,18,9,T,AUHBOM,United Kingdom,1,1,0,9.15,0
4,Mobile,OneWay,147,16,2,M,CDGSYD,USA,1,0,1,10.0,1
1,Internet,RoundTrip,176,5,11,W,AUHBOM,India,1,1,1,12.9,1
2,Mobile,RoundTrip,268,9,21,T,LHRBOM,United Kingdom,0,0,0,10.73,1
4,Mobile,RoundTrip,102,14,22,S,AUHBOM,USA,1,0,1,14.53,1
1,Internet,RoundTrip,211,20,9,W,AUHBOM,France,1,0,1,13.94,1
3,Internet,OneWay,153,18,2,S,LHRBOM,France,0,1,1,5.27,1
2,Internet,RoundTrip,237,13,4,T,LHRBOM,USA,1,1,0,11.62,1
2,Internet,OneWay,139,3,8,S,AUHBOM,UAE,1,0,0,7.02,0
4,Mobile,RoundTrip,341,9,22,M,CDGSYD,India,0,0,1,3.52,1
3,Internet,RoundTrip,142,14,12,S,JFKDXB,India,1,1,1,5.94,1
2,Mobile,RoundTrip,40,16,11,W,JFKDXB,India,1,1,1,2.66,0
4,Internet,OneWay,179,6,18,W,JFKDXB,United Kingdom,0,1,0,8.82,1
3,Internet,RoundTrip,87,10,4,F,JFKDXB,India,0,0,1,2.05,1
1,Internet,RoundTrip,166,17,6,T,LHRBOM,UAE,0,0,0,4.27,1
2,Internet,RoundTrip,336,17,17,W,CDGSYD,UAE,1,0,1,14.95,1
1,Internet,OneWay,38,5,9,T,CDGSYD,UAE,1,1,0,14.22,1
3,Internet,RoundTrip,16,6,13,W,LTNPRG,USA,1,1,1,9.82,0
4,Internet,OneWay,106,8,18,T,LTNPRG,United Kingdom,0,0,0,14.79,1
1,Mobile,RoundTrip,159,13,17,M,CDGSYD,India,0,1,0,8.03,1
4,Internet,RoundTrip,47,14,12,S,LHRBOM,United Kingdom,1,0,0,8.28,0
4,Mobile,RoundTrip,254,16,1,T,LTNPRG,France,1,1,1,7.76,0
4,Internet,OneWay,220,12,19,M,AUHBOM,UAE,0,1,0,2.47,0
3,Internet,RoundTrip,256,19,1,W,AUHBOM,France,1,1,1,6.45,1
2,Internet,RoundTrip,154,3,1,W,LTNPRG,United Kingdom,1,0,0,8.83,0
1,Internet,RoundTrip,339,11,4,W,LTNPRG,USA,0,0,0,8.68,1
4,Internet,OneWay,245,5,6,S,LTNPRG,France,1,1,1,8.6,0
2,Internet,RoundTrip,336,11,18,F,CDGSYD,United Kingdom,0,0,0,6.63,1
2,Mobile,RoundTrip,32,18,12,T,AUHBOM,France,1,1,0,11.31,0
3,Internet,RoundTrip,243,18,21,T,LHRBOM,France,0,0,1,14.36,0
3,Internet,RoundTrip,126,20,2,W,AUHBOM,France,1,1,1,12.41,0
4,Internet,OneWay,71,10,22,S,JFKDXB,USA,1,1,1,6.2,0
4,Internet,RoundTrip,66,14,11,S,LTNPRG,United Kingdom,0,0,1,5.72,1
4,Internet,OneWay,72,10,13,F,LHRBOM,United Kingdom,0,1,1,13.5,1
1,Internet,OneWay,34,1,0,W,LHRBOM,UAE,0,1,0,4.82,1
1,Internet,RoundTrip,166,6,16,M,AUHBOM,USA,1,1,0,3.53,1
1,Internet,OneWay,282,15,11,S,JFKDXB,India,0,1,0,5.46,0
3,Mobile,RoundTrip,169,2,17,M,LHRBOM,United Kingdom,1,1,1,8.99,0
3,Internet,RoundTrip,48,13,21,W,LTNPRG,UAE,0,0,1,2.1,1
4,Mobile,RoundTrip,258,10,5,T,LHRBOM,France,0,0,0,4.55,1
4,Internet,OneWay,64,9,21,T,LTNPRG,France,0,0,1,5.33,0
4,Internet,RoundTrip,317,15,11,S,JFKDXB,France,1,0,1,9.26,1
1,Mobile,OneWay,134,5,7,T,JFKDXB,USA,0,1,0,11.48,0
3,Internet,RoundTrip,1,6,16,S,JFKDXB,United Kingdom,1,1,0,14.77,0
4,Mobile,RoundTrip,107,4,0,M,CDGSYD,United Kingdom,0,0,0,4.59,1
4,Internet,OneWay,304,3,15,W,CDGSYD,France,1,0,0,11.06,1
2,Internet,RoundTrip,335,2,20,W,JFKDXB,United Kingdom,0,0,1,4.97,1
4,Mobile,RoundTrip,154,3,4,S,AUHBOM,USA,1,1,0,9.77,0
2,Internet,OneWay,360,13,13,F,JFKDXB,India,1,0,1,5.32,0
1,Internet,RoundTrip,85,6,18,S,LTNPRG,United Kingdom,1,1,1,8.03,1
2,Internet,OneWay,154,7,13,T,JFKDXB,France,1,0,1,8.21,0
2,Internet,OneWay,167,16,21,S,JFKDXB,France,1,0,0,14.44,0
4,Mobile,RoundTrip,74,11,18,W,LTNPRG,USA,0,0,0,5.37,1
1,Internet,RoundTrip,140,2,6,M,CDGSYD,France,1,0,0,12.72,1
1,Internet,OneWay,182,11,9,T,LHRBOM,UAE,0,1,0,11.49,0
3,Mobile,OneWay,255,14,15,W,JFKDXB,France,1,0,0,9.11,0
3,Internet,RoundTrip,181,13,9,F,CDGSYD,India,0,0,0,11.22,0
3,Mobile,RoundTrip,38,18,9,T,JFKDXB,USA,0,0,1,6.64,0
1,Internet,RoundTrip,170,12,19,T,AUHBOM,India,0,1,1,10.19,1
2,Internet,RoundTrip,309,17,2,F,JFKDXB,France,1,0,1,3.9,1
4,Mobile,RoundTrip,8,11,11,M,JFKDXB,USA,1,1,1,12.25,1
1,Internet,RoundTrip,364,13,8,S,CDGSYD,France,0,1,1,6.36,1
4,Internet,RoundTrip,47,4,16,S,LTNPRG,India,1,0,1,14.81,0
1,Internet,RoundTrip,4,20,22,S,AUHBOM,France,0,0,0,7.65,0
1,Mobile,OneWay,52,1,20,S,CDGSYD,USA,1,0,1,14.1,0
4,Mobile,RoundTrip,92,20,8,T,JFKDXB,UAE,0,0,1,5.38,1
2,Internet,RoundTrip,129,12,9,T,JFKDXB,UAE,1,0,1,5.79,0
3,Internet,RoundTrip,302,7,2,S,AUHBOM,USA,1,1,1,12.43,1
2,Mobile,RoundTrip,212,9,20,T,LHRBOM,United Kingdom,0,1,0,13.46,1
3,Internet,OneWay,233,2,6,F,LHRBOM,France,0,0,1,8.35,0
2,Internet,RoundTrip,320,9,7,F,CDGSYD,USA,1,0,0,2.83,1
2,Internet,RoundTrip,48,2,8,W,JFKDXB,India,0,1,1,6.54,0
4,Internet,OneWay,82,9,21,W,LHRBOM,France,1,1,0,12.47,0
3,Mobile,RoundTrip,353,3,22,T,LHRBOM,UAE,0,0,1,8.23,0
3,Mobile,RoundTrip,281,3,7,S,JFKDXB,France,1,1,0,11.34,1
4,Mobile,OneWay,22,15,14,T,JFKDXB,United Kingdom,1,0,0,6.92,1
2,Internet,OneWay,83,4,5,W,LHRBOM,USA,1,1,0,2.43,0
4,Internet,RoundTrip,136,7,10,F,CDGSYD,UAE,0,1,1,10.79,0
3,Internet,RoundTrip,12,14,16,M,LHRBOM,USA,1,1,0,5.87,1
4,Internet,RoundTrip,213,11,11,W,LTNPRG,UAE,0,0,0,8.34,0
2,Internet,RoundTrip,237,11,21,T,LTNPRG,UAE,0,0,0,13.86,1
3,Internet,RoundTrip,123,9,11,F,LTNPRG,UAE,1,0,1,4.89,1
1,Internet,OneWay,79,13,17,M,LTNPRG,France,1,0,0,6.55,0
1,Internet,RoundTrip,155,14,10,W,CDGSYD,India,0,0,0,4.03,1
1,Mobile,RoundTrip,335,3,17,T,CDGSYD,India,1,0,0,2.48,1
3,Internet,OneWay,262,20,18,M,JFKDXB,UAE,1,1,0,7.36,1
2,Internet,OneWay,340,17,22,F,LTNPRG,USA,0,0,0,3.28,0
2,Mobile,OneWay,202,9,7,S,JFKDXB,UAE,1,0,0,5.9,0
3,Mobile,RoundTrip,39,8,12,S,JFKDXB,India,0,0,1,13.04,1
2,Mobile,RoundTrip,22,15,16,F,LHRBOM,UAE,1,0,1,2.56,0
1,Internet,RoundTrip,71,13,20,W,LHRBOM,France,1,0,1,10.23,0
3,Mobile,RoundTrip,190,17,2,F,LTNPRG,UAE,1,0,0,7.05,1
3,Internet,RoundTrip,77,10,0,F,LHRBOM,USA,0,0,1,7.08,1
1,Internet,RoundTrip,116,9,1,M,LTNPRG,United Kingdom,0,0,0,8.51,0
2,Internet,RoundTrip,332,10,3,M,LTNPRG,UAE,1,0,1,6.48,1
1,Internet,RoundTrip,16,6,6,S,AUHBOM,India,0,0,0,3.06,1
3,Internet,OneWay,29,16,6,S,AUHBOM,France,0,0,0,13.51,1
1,Internet,RoundTrip,142,16,2,W,AUHBOM,India,1,0,1,4.5,1
1,Mobile,RoundTrip,274,3,21,W,LTNPRG,United Kingdom,0,0,0,10.9,1
2,Internet,RoundTrip,300,2,18,M,CDGSYD,France,0,0,0,11.79,0
2,Internet,RoundTrip,105,2,4,T,AUHBOM,UAE,0,1,1,4.69,0
4,Internet,RoundTrip,106,7,9,M,LHRBOM,UAE,0,0,0,4.07,0
1,Internet,RoundTrip,213,3,8,M,AUHBOM,UAE,1,1,0,13.87,0
4,Internet,RoundTrip,316,12,19,S,AUHBOM,France,1,1,1,2.33,1
2,Internet,RoundTrip,65,20,0,S,LTNPRG,UAE,1,1,0,7.67,1
2,Internet,RoundTrip,325,15,19,S,AUHBOM,France,0,0,0,2.9,1
1,Mobile,RoundTrip,294,19,1,M,LTNPRG,France,1,1,1,7.53,1
2,Mobile,RoundTrip,98,3,12,W,LTNPRG,France,1,1,1,4.49,0
2,Internet,OneWay,245,15,13,F,LTNPRG,India,1,1,0,13.94,1
3,Internet,OneWay,229,15,4,T,AUHBOM,France,0,1,1,6.09,1
4,Mobile,RoundTrip,8,9,2,W,AUHBOM,France,1,0,1,12.37,1
3,Mobile,RoundTrip,147,15,9,W,JFKDXB,UAE,1,0,1,6.86,0
1,Internet,OneWay,87,2,20,F,AUHBOM,UAE,0,0,1,8.9,1
2,Mobile,RoundTrip,25,13,12,S,LTNPRG,United Kingdom,1,0,1,10.8,0
3,Mobile,RoundTrip,170,17,20,S,LHRBOM,UAE,1,0,1,10.74,1
3,Mobile,RoundTrip,256,8,8,F,AUHBOM,India,0,1,0,13.05,1
3,Internet,RoundTrip,194,4,14,T,AUHBOM,USA,0,0,0,6.13,1
3,Internet,OneWay,33,1,20,S,JFKDXB,India,0,1,1,8.34,0
3,Internet,RoundTrip,302,6,9,F,CDGSYD,UAE,0,0,0,12.86,0
4,Internet,OneWay,26,17,22,S,CDGSYD,UAE,0,1,1,6.17,1
3,Internet,OneWay,141,17,20,W,LHRBOM,United Kingdom,1,1,0,4.73,0
3,Internet,OneWay,207,13,13,T,AUHBOM,UAE,0,0,0,5.61,0
2,Internet,OneWay,338,6,11,T,AUHBOM,United Kingdom,0,0,1,6.27,1
2,Internet,OneWay,275,6,3,S,LTNPRG,USA,0,0,1,4.05,1
3,Mobile,RoundTrip,71,17,4,M,LHRBOM,UAE,1,1,0,4.37,1
4,Internet,OneWay,156,12,20,T,JFKDXB,United Kingdom,0,0,1,2.68,0
4,Internet,RoundTrip,313,16,7,T,LHRBOM,USA,1,0,0,4.9,0
3,Mobile,RoundTrip,91,8,21,T,JFKDXB,India,0,1,1,13.79,1
4,Mobile,RoundTrip,330,17,8,S,CDGSYD,United Kingdom,0,1,0,9.95,1
1,Mobile,RoundTrip,195,10,5,T,CDGSYD,USA,0,1,1,6.3,1
2,Mobile,RoundTrip,229,14,13,W,CDGSYD,USA,0,0,1,12.42,1
1,Mobile,RoundTrip,242,18,6,F,CDGSYD,France,0,1,1,9.79,1
3,Internet,RoundTrip,353,8,9,M,JFKDXB,USA,1,1,1,4.42,1
4,Internet,RoundTrip,251,16,10,S,CDGSYD,USA,0,1,0,10.08,0
1,Internet,RoundTrip,150,14,18,W,LHRBOM,USA,1,0,1,14.16,1
1,Internet,RoundTrip,215,10,19,M,LHRBOM,USA,0,1,0,3.0,1
2,Mobile,RoundTrip,255,17,14,F,JFKDXB,USA,1,1,1,14.87,0
4,Internet,RoundTrip,218,9,21,S,JFKDXB,USA,0,1,0,7.51,1
1,Internet,RoundTrip,4,15,5,S,LTNPRG,India,1,0,1,8.35,0
4,Internet,RoundTrip,329,2,15,S,LTNPRG,United Kingdom,0,0,1,2.3,1
1,Internet,RoundTrip,100,18,9,S,JFKDXB,France,1,1,0,5.43,0
2,Internet,RoundTrip,237,20,9,W,LTNPRG,France,0,1,1,6.9,1
3,Internet,OneWay,207,20,16,S,LHRBOM,United Kingdom,1,1,0,14.58,0
3,Mobile,RoundTrip,44,17,7,M,CDGSYD,USA,1,1,1,11.6,1
4,Internet,RoundTrip,319,14,5,S,LTNPRG,USA,0,1,0,14.21,1
1,Mobile,RoundTrip,31,15,10,S,JFKDXB,UAE,1,1,0,11.52,0
1,Internet,OneWay,347,19,2,F,LTNPRG,UAE,1,0,0,13.02,1
2,Internet,RoundTrip,336,15,12,S,AUHBOM,USA,0,1,0,2.41,1
3,Internet,RoundTrip,211,6,16,T,LTNPRG,France,1,1,1,13.24,1
2,Mobile,RoundTrip,348,4,3,W,AUHBOM,UAE,0,1,0,12.57,0
3,Internet,RoundTrip,312,20,9,T,AUHBOM,USA,1,0,0,9.72,1
2,Mobile,RoundTrip,328,3,6,M,JFKDXB,India,0,1,0,11.12,1
4,Internet,OneWay,291,19,2,S,CDGSYD,United Kingdom,0,0,1,12.04,0
1,Internet,OneWay,339,19,3,T,LTNPRG,United Kingdom,1,0,0,2.66,1
3,Mobile,RoundTrip,282,1,11,M,LTNPRG,France,1,0,1,5.24,0
3,Internet,RoundTrip,321,17,12,F,CDGSYD,United Kingdom,0,0,1,14.2,1
1,Internet,RoundTrip,41,12,12,T,CDGSYD,United Kingdom,0,1,0,5.91,0
3,Mobile,OneWay,156,8,1,S,JFKDXB,UAE,1,0,0,3.34,1
1,Internet,OneWay,175,11,0,S,LHRBOM,France,1,0,0,10.88,1
3,Internet,RoundTrip,332,9,2,T,LHRBOM,USA,0,1,0,6.94,1
3,Internet,RoundTrip,177,17,18,M,LHRBOM,India,0,1,1,12.74,0
1,Internet,RoundTrip,161,9,14,T,JFKDXB,USA,0,1,1,9.52,0
1,Mobile,OneWay,287,3,11,S,AUHBOM,United Kingdom,1,0,1,14.89,1
2,Mobile,RoundTrip,237,8,0,S,CDGSYD,United Kingdom,0,0,1,11.31,0
4,Internet,RoundTrip,214,11,0,S,LHRBOM,India,0,1,1,10.45,1
1,Mobile,RoundTrip,333,10,9,S,LHRBOM,UAE,0,0,1,8.42,1
4,Internet,RoundTrip,299,11,19,T,JFKDXB,India,0,0,0,2.83,1
3,Internet,OneWay,259,20,2,S,JFKDXB,USA,0,0,1,2.43,0
4,Internet,RoundTrip,349,8,13,S,CDGSYD,UAE,0,1,1,11.73,1
4,Mobile,RoundTrip,18,17,13,M,LTNPRG,France,1,0,0,11.89,0
2,Internet,RoundTrip,202,20,22,M,LTNPRG,France,0,0,0,4.73,1
3,Internet,RoundTrip,12,17,6,T,LTNPRG,United Kingdom,0,1,1,9.17,1
3,Internet,RoundTrip,289,11,6,S,AUHBOM,United Kingdom,0,1,0,6.26,0
1,Mobile,OneWay,47,20,13,S,AUHBOM,UAE,0,0,0,11.55,1
3,Internet,RoundTrip,205,9,9,M,AUHBOM,United Kingdom,0,1,0,12.65,1
2,Internet,RoundTrip,285,6,3,S,JFKDXB,India,1,1,0,7.74,0
1,Mobile,RoundTrip,228,18,15,M,JFKDXB,UAE,0,1,0,10.97,1
4,Internet,RoundTrip,22,19,22,S,JFKDXB,USA,1,0,0,6.69,1
2,Internet,OneWay,174,3,21,T,CDGSYD,France,1,0,1,8.79,1
4,Internet,RoundTrip,284,7,2,F,CDGSYD,United Kingdom,0,0,0,11.62,0
1,Internet,OneWay,350,6,18,S,AUHBOM,United Kingdom,1,1,1,3.58,0
3,Internet,RoundTrip,327,17,16,S,JFKDXB,United Kingdom,0,0,1,2.24,1
2,Mobile,OneWay,298,6,14,F,AUHBOM,France,0,0,0,10.4,0
4,Internet,RoundTrip,112,14,10,T,AUHBOM,France,0,0,0,12.26,1
4,Internet,RoundTrip,274,19,18,T,LTNPRG,USA,1,1,1,10.16,0
4,Mobile,OneWay,61,19,13,S,JFKDXB,USA,1,0,1,4.37,1
4,Internet,OneWay,120,18,2,S,LTNPRG,USA,1,1,0,8.56,0
4,Internet,RoundTrip,104,11,2,F,AUHBOM,UAE,1,0,0,7.27,1
2,Mobile,OneWay,177,13,16,F,LHRBOM,India,1,0,0,14.28,0
4,Internet,RoundTrip,319,15,9,W,LTNPRG,France,1,0,1,10.99,0
3,Mobile,RoundTrip,315,7,13,S,LHRBOM,UAE,1,1,0,8.75,0
2,Mobile,RoundTrip,325,11,18,S,LTNPRG,United Kingdom,1,1,0,7.17,1
1,Internet,RoundTrip,341,10,6,M,JFKDXB,UAE,1,0,0,6.41,1
3,Internet,RoundTrip,11,17,20,S,LHRBOM,India,1,1,0,3.75,1
2,Internet,RoundTrip,364,12,5,S,LTNPRG,USA,1,1,0,11.14,0
3,Internet,RoundTrip,320,9,10,S,AUHBOM,India,0,1,1,9.01,0
1,Internet,RoundTrip,268,11,6,S,LHRBOM,India,1,0,1,3.01,0
3,Internet,OneWay,30,4,16,S,CDGSYD,USA,1,0,0,7.32,1
3,Mobile,RoundTrip,267,6,2,S,JFKDXB,UAE,0,1,1,11.96,0
3,Mobile,RoundTrip,246,17,7,F,CDGSYD,USA,0,1,0,3.89,0
3,Mobile,RoundTrip,35,3,6,W,LHRBOM,UAE,0,1,1,12.1,0
4,Internet,RoundTrip,74,14,16,T,LHRBOM,United Kingdom,1,0,1,7.95,0
4,Internet,RoundTrip,274,19,1,S,JFKDXB,United Kingdom,1,0,0,2.9,0
2,Internet,RoundTrip,61,14,14,F,LTNPRG,UAE,1,1,1,14.22,1
4,Internet,OneWay,127,13,15,M,LHRBOM,United Kingdom,1,0,0,4.42,0
4,Mobile,RoundTrip,222,15,16,W,JFKDXB,United Kingdom,0,0,0,2.55,1
1,Internet,RoundTrip,315,3,11,M,LHRBOM,India,1,0,1,8.89,1
2,Internet,RoundTrip,104,3,14,S,LHRBOM,France,1,0,1,3.94,0
3,Mobile,RoundTrip,5,20,2,W,JFKDXB,France,1,0,1,2.63,1
3,Internet,RoundTrip,310,9,12,M,LTNPRG,USA,0,1,1,10.74,1
1,Internet,RoundTrip,341,9,16,S,JFKDXB,France,1,0,1,3.4,1
2,Internet,RoundTrip,312,4,5,S,JFKDXB,USA,1,1,0,14.55,1
2,Internet,OneWay,177,15,4,S,JFKDXB,United Kingdom,0,1,1,12.55,0
3,Mobile,RoundTrip,263,1,6,W,CDGSYD,USA,0,0,0,13.33,0
3,Internet,RoundTrip,47,4,11,T,JFKDXB,India,1,1,0,10.7,1
1,Mobile,RoundTrip,232,5,1,T,CDGSYD,France,1,1,1,9.09,0
1,Mobile,RoundTrip,219,19,21,S,LTNPRG,UAE,1,0,1,10.9,1
2,Mobile,OneWay,232,20,15,S,CDGSYD,France,1,1,0,9.62,0
1,Internet,RoundTrip,252,2,17,T,CDGSYD,USA,0,1,1,12.5,1
4,Internet,RoundTrip,324,3,19,T,CDGSYD,USA,1,1,1,4.41,1
2,Mobile,RoundTrip,284,20,13,M,CDGSYD,United Kingdom,1,0,1,3.72,1
3,Internet,RoundTrip,14,13,17,T,JFKDXB,France,1,0,0,10.81,0
1,Internet,RoundTrip,256,15,13,F,JFKDXB,India,1,1,1,4.6,1
2,Mobile,OneWay,266,12,17,T,AUHBOM,USA,0,0,1,14.74,0
4,Internet,RoundTrip,202,5,1,T,AUHBOM,India,1,1,0,3.95,0
3,Mobile,RoundTrip,228,15,18,M,LHRBOM,United Kingdom,1,1,0,10.6,0
2,Mobile,RoundTrip,30,4,9,F,CDGSYD,India,1,0,0,12.37,1
3,Mobile,RoundTrip,96,1,10,S,AUHBOM,USA,0,1,0,5.69,1
3,Internet,RoundTrip,315,17,7,T,AUHBOM,United Kingdom,1,0,1,10.72,0
1,Mobile,RoundTrip,1,8,9,T,LTNPRG,UAE,0,1,1,14.44,1
4,Internet,RoundTrip,358,1,10,T,LHRBOM,USA,1,0,1,14.4,0
4,Mobile,RoundTrip,82,9,8,S,CDGSYD,UAE,1,1,0,3.92,0
3,Mobile,OneWay,284,3,21,F,LHRBOM,UAE,1,0,1,3.48,1
1,Mobile,RoundTrip,81,10,11,W,LHRBOM,United Kingdom,1,0,0,5.96,0
2,Internet,RoundTrip,13,14,18,T,CDGSYD,India,0,1,0,2.77,1
3,Internet,RoundTrip,221,7,22,T,JFKDXB,United Kingdom,0,1,1,3.83,0
4,Internet,RoundTrip,276,2,14,S,LHRBOM,France,1,0,0,6.99,1
3,Internet,RoundTrip,32,18,7,T,CDGSYD,United Kingdom,1,1,1,2.16,0
1,Internet,RoundTrip,99,11,16,F,CDGSYD,United Kingdom,1,1,0,2.91,1
3,Internet,RoundTrip,111,1,0,T,LHRBOM,France,0,1,1,14.54,1
1,Internet,RoundTrip,351,12,16,W,LHRBOM,UAE,0,1,0,11.35,0
2,Mobile,RoundTrip,113,19,0,F,JFKDXB,United Kingdom,0,1,0,6.06,1
3,Mobile,OneWay,24,1,10,S,LTNPRG,India,1,1,1,3.56,1
3,Internet,RoundTrip,359,16,6,S,CDGSYD,United Kingdom,0,0,1,8.23,0
2,Mobile,RoundTrip,34,8,19,M,AUHBOM,India,1,0,0,9.76,1
2,Internet,OneWay,178,15,14,S,AUHBOM,USA,0,0,0,5.56,1
4,Internet,RoundTrip,67,1,14,S,JFKDXB,India,0,1,0,9.37,0
3,Internet,RoundTrip,92,19,15,T,JFKDXB,France,0,1,1,7.89,0
1,Mobile,RoundTrip,275,20,16,W,CDGSYD,USA,1,0,0,10.28,0
3,Mobile,RoundTrip,50,11,3,F,CDGSYD,USA,0,1,1,7.45,0
3,Mobile,RoundTrip,238,5,0,W,JFKDXB,USA,1,0,0,8.53,0
3,Mobile,RoundTrip,207,4,21,W,JFKDXB,USA,1,1,0,3.59,0
3,Mobile,RoundTrip,265,14,12,T,LHRBOM,India,0,1,1,4.78,0
1,Internet,RoundTrip,59,16,15,F,LHRBOM,United Kingdom,0,0,0,8.08,1
4,Internet,RoundTrip,129,14,8,S,CDGSYD,UAE,1,0,0,8.89,1
4,Internet,RoundTrip,2,10,19,S,CDGSYD,UAE,0,0,0,12.05,1
1,Mobile,RoundTrip,321,16,1,T,LHRBOM,UAE,0,1,1,4.37,1
1,Internet,RoundTrip,361,15,10,T,CDGSYD,UAE,1,1,0,11.06,1
1,Internet,OneWay,163,7,14,S,LTNPRG,USA,0,0,0,7.93,1
4,Mobile,RoundTrip,193,16,10,S,JFKDXB,France,0,1,0,2.38,1
4,Internet,OneWay,49,4,21,F,JFKDXB,India,0,0,1,2.67,0
2,Mobile,RoundTrip,319,17,0,F,CDGSYD,India,1,0,0,8.77,1
3,Internet,RoundTrip,280,11,16,T,LTNPRG,UAE,1,1,0,10.77,0
1,Mobile,RoundTrip,42,15,20,F,AUHBOM,USA,1,1,0,13.21,0
1,Mobile,RoundTrip,193,14,1,F,LHRBOM,USA,1,1,1,5.02,0
1,Internet,RoundTrip,63,2,14,W,LTNPRG,United Kingdom,0,1,0,12.62,0
1,Mobile,RoundTrip,217,16,1,S,JFKDXB,India,1,1,1,4.29,0
4,Internet,OneWay,240,16,14,W,LTNPRG,India,0,1,0,10.46,1
